id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
3127	advance directives	-0.2978	-0.6357	6	26	32	10	2020.5	3.4	0.5705
3226	adverse childhood experiences	-0.8345	-0.5729	3	25	31	13	2020.5	24.8462	1.2212
3233	adverse drug reaction	0.8396	-0.1588	2	40	44	19	2020.7647	1.4211	0.3877
3235	adverse drug reactions	0.6328	-0.3308	2	49	59	23	2020.55	2.2174	0.2674
3241	adverse effects	0.5432	-0.1176	2	108	145	42	2020.6829	6.5476	1.2815
3243	adverse event	1.0393	-0.3119	4	49	70	27	2020.8	3.1852	0.9616
3247	adverse events	0.5406	-0.1956	2	115	165	62	2020.6538	4.7581	0.6362
3268	adverse reactions	0.589	-0.3371	4	51	65	26	2020.8462	0.5	0.1484
3277	adversity	-0.7807	0.3614	1	18	20	10	2020.375	3.5	0.3695
3283	advertising	-0.9833	0.0761	1	33	34	16	2020.5333	1.8125	0.0899
3302	advocacy	-0.6297	-0.3164	1	111	139	53	2020.5952	2.4717	0.4042
3359	aerosol	0.1831	0.1759	7	249	479	199	2020.5642	10.8442	1.0089
3365	aerosol box	0.3609	-0.351	7	22	36	18	2020.4	11.6111	0.7321
3398	aerosol optical depth	-0.7101	0.9588	1	8	11	12	2020.9091	2	0.5767
3415	aerosol transmission	0.1259	0.2159	7	46	53	29	2020.7692	8.931	3.2419
3421	aerosol-generating procedure	0.3867	-0.2939	7	111	222	77	2020.4203	4.6364	0.5966
3423	aerosol-generating procedures	0.2347	-0.2168	7	94	139	64	2020.25	7.3594	0.5251
3432	aerosolization	0.4385	-0.2869	7	60	89	36	2020.5161	13	0.9126
3438	aerosols	0.1026	0.2174	7	198	320	128	2020.7107	10.0703	1.0924
3476	affect	-0.8534	-0.2458	3	91	113	43	2020.6667	4.3256	0.5404
3538	affinity	0.7682	0.8643	2	19	24	10	2018.75	7.6	1.1081
3566	africa	-0.3439	0.2561	1	528	829	319	2020.4897	4.4044	0.4504
3576	african american	-0.3625	-0.2104	1	83	122	37	2020.4667	20.4595	1.9094
3586	african americans	-0.1584	-0.3392	1	86	118	42	2020.5556	6.9048	0.4721
3684	age	0.0559	-0.0849	3	370	588	182	2020.6213	7.544	0.8832
3704	age distribution	0.1165	0.3682	4	26	26	10	2020.1	5.6	0.7674
3761	age-related macular degeneration	0.2247	-0.689	6	13	19	13	2020.8	2.3077	0.6285
3789	aged	-0.0594	-0.437	3	134	190	69	2020.623	2.3043	0.297
3808	ageing	-0.0413	-0.2485	3	123	158	45	2020.6667	3.5556	0.3974
3814	ageism	-0.7294	-0.2189	3	94	149	61	2020.5094	6.7377	0.7
3819	agency	-0.9429	-0.073	1	74	80	34	2020.619	0.6765	0.0648
3827	agenda setting	-0.7754	0.0377	1	37	44	15	2020.6429	2.4667	0.2027
3838	agent-based model	-0.2948	0.4025	5	80	96	31	2020.75	1.5806	0.1968
3839	agent-based modeling	-0.3641	0.5947	5	27	36	25	2020.6364	4.08	0.5399
3841	agent-based modelling	-0.1917	0.6966	5	19	21	10	2020.625	1.2	0.3006
3843	agent-based models	0.128	0.4872	5	24	26	11	2020.5	5.8182	0.5077
3844	agent-based simulation	-0.1804	0.5926	5	18	19	12	2020.5556	6.5833	0.3393
3860	ageusia	0.6572	-0.6258	6	104	271	96	2020.5	14.4792	1.1578
3892	aggression	-0.7985	-0.5077	3	22	27	13	2020.6667	8.2308	0.4353
3921	agility	-0.6784	0.2346	1	29	33	17	2020.5	13.8824	1.1041
3923	aging	0.1189	-0.1422	2	415	756	260	2020.5474	8.9346	1.0856
3995	agribusiness	-0.9006	0.4466	1	9	9	10	2020.7778	0.1	0.0451
4063	agriculture	-0.6641	0.4825	1	132	191	74	2020.6716	5.2568	0.723
4086	agroecology	-0.739	0.3719	1	19	24	12	2020.5833	5.25	0.6287
4106	ahp	-0.4136	0.5027	1	32	38	13	2020.625	2.4615	0.5239
4119	ai	-0.1078	0.3037	5	111	158	45	2020.55	8.5556	0.6822
4159	aids	-0.113	0.1442	1	125	196	73	2020.4776	5.1781	0.9937
4184	air	-0.1904	0.5123	1	29	39	12	2020.5	14.3333	1.8829
4247	air pollutant	-0.5772	0.9762	1	15	18	11	2020.3636	13.0909	0.978
4251	air pollutants	-0.3865	0.6542	1	61	85	43	2020.85	10.5349	1.1605
4257	air pollution	-0.3605	0.6404	1	341	805	361	2020.65	11.4958	1.6614
4280	air quality	-0.5018	0.6861	1	204	537	238	2020.6303	12.2857	1.3386
4291	air quality index	-0.388	0.7643	1	46	76	37	2020.6667	7.5946	0.8383
4319	air transport	-0.6889	0.4014	1	41	50	25	2020.5417	4.44	0.4915
4323	air transportation	-0.7756	0.5428	5	6	8	10	2020.8	5.2	1.2223
4324	air travel	-0.4877	0.4824	1	69	82	34	2020.5294	13.6765	0.8201
4345	airbnb	-0.9941	0.3041	1	16	21	13	2020.7143	0.6923	0.0576
4350	airborne	0.1525	0.2625	7	104	147	45	2020.6579	17.7111	1.229
4391	airborne transmission	0.0315	0.3818	7	108	161	91	2020.6341	26.1538	2.5452
4403	aircraft	-0.005	0.3122	9	16	19	12	2020.2727	5.3333	0.2897
4425	airline	-0.7314	0.3405	1	17	20	12	2020.8889	5.9167	1.5047
4437	airlines	-0.7345	0.4404	1	34	38	17	2020.4706	4.1765	0.6562
4462	airports	-0.5468	0.441	1	36	40	18	2020.5	3.1111	0.4892
4468	airway	0.4258	-0.3781	7	87	162	48	2020.2128	14.5625	0.8394
4488	airway management	0.3679	-0.3855	7	105	222	87	2020.2588	9.6322	0.5516
4523	aki	0.9279	-0.382	4	79	124	51	2020.5217	14.1176	0.9602
4583	albumin	0.9736	-0.0429	4	43	59	28	2020.56	7.0714	1.2369
4593	alcohol	-0.2857	-0.3037	10	209	419	162	2020.781	5.3765	0.9689
4607	alcohol consumption	-0.0782	-0.3488	3	42	55	24	2020.8235	4.2083	1.1968
4613	alcohol drinking	-0.1903	-0.4872	10	24	29	11	2020.5455	12	0.8143
4632	alcohol use	-0.6108	-0.4239	3	71	107	38	2020.6452	15.2105	1.3202
4634	alcohol use disorder	-0.1819	-0.6692	10	26	33	16	2020.6923	21.625	1.2985
4692	alexithymia	-0.8118	-0.6823	3	21	24	10	2020.75	5.7	1.2471
4713	algeria	-0.4436	0.3399	1	39	43	12	2020.75	2.25	0.4799
4721	algorithm	-0.0127	0.1716	5	115	133	42	2020.4737	3.881	0.3994
4732	algorithms	-0.2513	0.1487	5	52	57	20	2020.6111	3.85	0.2487
4734	ali	1.255	0.1719	2	37	51	15	2020	7.6	0.3935
4769	alkaloids	1.061	0.4759	2	21	26	11	2020.5455	2.7273	0.5736
4787	all-cause mortality	-0.0166	-0.0144	10	24	26	10	2020.7778	4.1	0.6052
4813	allergen immunotherapy	0.513	0.1164	2	18	23	10	2020.7778	3.8	1.635
4825	allergic diseases	0.5476	-0.1812	2	11	19	12	2020.2727	16.3333	0.8435
4830	allergic rhinitis	0.6145	-0.062	2	55	81	28	2020.625	8.75	0.9309
4834	allergy	0.8021	-0.0506	2	111	222	73	2020.6825	27.3699	2.572
4863	allocation	-0.4053	-0.1965	1	43	53	15	2020.3571	7.1333	0.4844
4866	allocation of health care resources	-0.7226	-0.4376	1	17	39	15	2020.4667	7.6667	0.6481
4986	alphacoronavirus	0.5417	0.5601	2	23	35	13	2018.5833	31	0.9996
5080	alternative medicine	0.5187	0.1808	2	29	30	12	2020.5455	3.5833	0.5126
5113	alternatives to incarceration	-1.261	0.3394	10	31	140	35	2020.0286	1.0286	0.051
5115	altitude	0.2477	0.2063	7	27	33	10	2020.3	10.2	0.747
5119	altmetrics	-0.6891	0.6065	1	15	21	13	2020.6364	2	0.1572
5121	altruism	-0.9049	-0.0594	1	53	59	25	2020.5	2.64	0.2093
5181	alzheimer&#8217	0.7164	-0.2653	6	38	53	12	2020.8	3	0.6093
5186	alzheimer's disease	0.3746	-0.3691	6	157	263	87	2020.5769	7.8851	1.2233
5198	amantadine	0.7076	-0.1423	6	20	20	11	2020.4545	8.9091	0.8071
5206	amazon	-0.6289	0.4571	1	30	31	12	2020.75	2.25	0.7478
5275	ambulatory	0.5001	-0.2396	7	37	51	16	2020.5714	2.5	0.4002
5279	ambulatory care	0.1241	-0.4952	10	85	128	40	2020.7222	7.375	0.6257
5380	amino acids	0.7432	0.1559	2	30	35	14	2020.7143	3.2857	0.5361
5402	aml	0.5203	-0.1632	8	16	16	12	2020.75	1.6667	0.0827
5463	amputation	0.8937	-0.1616	4	20	22	11	2020.7273	1.2727	0.2458
5486	amyotrophic lateral sclerosis	0.4603	-0.3361	6	41	48	18	2020.6471	3.5556	0.8629
5505	anaesthesia	0.149	-0.4083	7	109	163	56	2020.5	10.7679	0.778
5523	anakinra	1.3253	-0.1414	2	63	125	45	2020.6222	14.2444	1.7601
5525	anal swab	0.6194	0.2257	8	29	30	13	2020.4615	23.3846	2.118
5527	analgesia	0.3462	-0.7104	6	26	40	16	2020.6429	3.0625	0.5506
5543	analysis	-0.1178	0.2935	5	86	97	29	2020.72	2.4828	0.2518
5570	analytic hierarchy process	-0.4591	0.1709	1	21	22	14	2020.8889	2	0.3827
5579	analytical chemistry	0.1035	-0.8287	8	27	86	20	2020.35	2.65	0.2319
5588	analytical models	-0.5271	0.744	5	73	107	18	2020.4444	6.0556	0.97
5603	analytics	-0.5923	0.2884	5	37	42	15	2020.3571	4.1333	0.2285
5616	anaphylaxis	0.8304	-0.034	2	63	158	54	2020.94	5.0556	2.033
5634	anatomy	-0.4542	-0.4009	1	61	93	34	2020.7667	5.1471	0.728
5788	androgen	0.6526	0.0141	9	36	45	13	2020.2308	9.6154	1.806
5790	androgen receptor	0.7432	0.4207	2	14	24	13	2020.5833	9.8462	1.3538
5799	androgens	0.6368	-0.0231	9	26	38	17	2020.4667	10.7059	1.1692
5805	andrographolide	1.1151	0.4367	2	17	18	10	2020.7778	14.9	5.9627
5822	anemia	0.8155	-0.189	8	47	58	31	2020.7667	4.7097	0.9076
5824	anesthesia	0.2766	-0.47	7	121	168	74	2020.4706	1.7838	0.2996
5845	anesthesiology	0.0268	-0.5169	7	46	57	20	2020.3889	4.85	0.2837
5850	aneurysm	0.6249	-0.5416	4	12	15	12	2020.5	2.3333	0.2162
5855	anfis	-0.0892	0.7241	5	18	20	10	2020.6667	5.2	0.7803
5858	ang-(1-7)	1.3677	0.0026	4	37	55	16	2020.2667	15.1875	0.8788
5863	anger	-0.7579	-0.6143	3	34	41	12	2020.7	4.0833	0.2654
5871	angiogenesis	0.9569	0.0351	2	39	46	18	2020.75	7.6667	0.9524
5884	angiotensin	1.2291	0.0124	4	91	143	50	2019.7143	18.34	1.0813
5911	angiotensin ii	1.1949	-0.099	4	91	147	55	2019.5741	29.7273	1.7825
5915	angiotensin ii receptor blocker	1.191	-0.2747	4	18	36	13	2020.4167	54.6154	2.8941
5916	angiotensin ii receptor blockers	1.1192	-0.1996	4	42	62	22	2020.3182	13.3636	1.0281
5929	angiotensin receptor antagonists	0.9588	-0.4876	4	22	45	15	2020.3333	9.4667	0.7374
5931	angiotensin receptor blocker	1.3905	-0.2081	4	30	56	21	2020.2632	32.5714	2.034
5933	angiotensin receptor blockers	1.1179	-0.1064	4	86	204	69	2020.4853	11.8841	1.1121
5945	angiotensin-(1-7)	1.3558	-0.1981	4	26	42	12	2020.4545	8.9167	0.9069
5948	angiotensin-converting enzyme	1.0415	-0.0449	2	95	126	52	2019.84	8.8654	0.7336
5951	angiotensin-converting enzyme 2	1.025	0.1178	2	415	841	340	2020.1477	17.4824	1.471
5953	angiotensin-converting enzyme 2 (ace2)	1.0012	0.2126	2	126	187	73	2020.2647	29.6986	1.7106
5958	angiotensin-converting enzyme ii	1.0553	-0.0432	2	19	20	10	2020.8889	5.3	1.6246
5959	angiotensin-converting enzyme inhibitor	1.2696	-0.2594	4	46	93	35	2020.3636	33.1714	2.344
5962	angiotensin-converting enzyme inhibitors	1.0731	-0.2751	4	95	239	88	2020.3678	18.1023	1.2985
5996	animal	0.3682	0.4816	2	45	57	15	2019.6667	42.8667	2.0735
6009	animal coronaviruses	0.6599	0.7246	2	22	29	13	2018.9167	32.2308	4.3948
6026	animal model	0.543	0.4473	2	80	105	43	2019.2143	32	1.5092
6029	animal models	0.8695	0.3678	2	66	92	45	2020.0222	14.6	1.061
6053	animal welfare	-0.1708	0.5676	2	33	38	18	2020.7647	3.6111	0.6005
6057	animals	0.1618	0.5811	2	75	96	32	2020.2812	8.9688	1.5302
6078	ann	-0.1689	0.515	5	34	39	14	2020.6923	1.2143	0.4046
6119	anomaly detection	-0.3457	0.8003	5	31	38	10	2020.6667	2.6	0.8522
6134	anorexia nervosa	-0.5161	-0.823	3	53	83	25	2020.5217	10.44	0.7267
6137	anosmia	0.6323	-0.5984	6	324	961	348	2020.5081	15.0201	1.4012
6143	anova	-0.3293	0.405	1	30	30	14	2019.9231	0.7857	0.3547
6183	antenatal care	-0.1071	-0.4482	11	40	53	19	2020.3684	5.6842	0.578
6217	anthropause	-0.6821	0.5667	1	12	15	10	2021	3.3	1.4897
6220	anthropocene	-0.7219	0.4179	1	72	88	38	2020.6	2.2632	0.6198
6244	anthropology	-0.7456	0.0356	1	59	66	18	2020.5	1.8889	0.1383
6457	anti-inflammation	0.9861	0.1896	2	83	103	26	2020.64	4.2308	0.9208
6460	anti-inflammatory	1.1228	0.0982	2	149	264	98	2020.5111	16	1.3179
6551	anti-racism	-1.0589	-0.2614	1	26	35	12	2020.9091	0.75	0.3051
6583	anti-sars-cov-2 antibodies	0.5552	0.2093	8	27	31	20	2020.6111	6.65	0.4905
6656	anti-vegf	0.1956	-0.6896	6	6	10	10	2020.8	2.4	0.7218
6659	anti-viral	0.9082	0.2738	2	106	123	48	2020.3556	9.9792	1.1827
6666	anti-viral drugs	1.0597	0.4889	2	28	31	10	2020.5556	10.4	1.9733
6703	antibacterial	0.839	0.4425	2	32	48	19	2020.7647	3.7368	0.9467
6704	antibacterial activity	0.6744	0.5069	2	11	14	10	2020.9	2.2	0.9529
6722	antibiotic	0.6534	-0.275	2	85	135	25	2020.56	25.28	2.2181
6731	antibiotic resistance	0.5455	0.2659	2	42	52	28	2020.1429	6.2857	0.9186
6736	antibiotic therapy	0.7197	0.0612	2	20	22	10	2020.7778	4.4	0.4995
6746	antibiotics	0.5342	0.0958	2	126	173	76	2020.5352	4.4605	1.1173
6751	antibodies	0.655	0.359	8	382	828	330	2020.6242	7.8182	1.0113
6758	antibody	0.5945	0.4923	8	363	842	336	2020.3135	14.6548	1.3993
6772	antibody detection	0.6042	0.6293	8	15	20	12	2019.3333	5.1667	0.2978
6804	antibody response	0.7089	0.2397	2	84	114	57	2020.6863	5.807	0.9427
6806	antibody responses	0.5952	0.5039	2	17	18	10	2020.3333	17	0.9654
6813	antibody test	0.4763	0.6838	8	44	53	25	2020.52	22.88	1.8098
6816	antibody testing	0.2873	0.415	8	60	74	34	2020.5294	8.6176	0.7819
6817	antibody tests	0.5748	0.7377	8	17	20	13	2020.6154	8.3846	1.034
6834	antibody-dependent enhancement	0.8066	0.3386	2	68	93	32	2020.25	17.9688	1.6395
6835	antibody-dependent enhancement (ade)	1.1124	0.374	2	22	25	10	2020.3	43.4	2.2328
6878	anticoagulant	1.226	-0.3725	4	68	139	45	2020.5682	34.2	2.7856
6886	anticoagulant therapy	1.3221	-0.5025	4	29	42	14	2020.6429	8.2857	1.2433
6888	anticoagulants	1.0815	-0.4128	4	116	199	71	2020.5	5.662	0.7329
6891	anticoagulation	1.0908	-0.5037	4	221	597	229	2020.5943	12.3013	1.1422
6907	antidepressants	0.4431	-0.3902	6	23	27	10	2020.7778	2.4	0.6012
6951	antigen	0.5337	0.573	8	115	175	61	2020.7167	9.6393	1.4645
6959	antigen detection	0.489	0.7903	8	11	18	14	2020.8571	6.5714	2.7082
6983	antigen test	0.4295	0.6577	8	50	66	31	2020.9333	7.1613	1.2884
6985	antigen testing	0.2928	0.6055	8	25	28	15	2020.8571	3.1333	0.7715
