id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
7267	angiotensin ii	1.1559	0.42	4	269	755	123	2020.0656	26.1789	1.9137
7285	angiotensin receptor blockers	1.06	0.6384	4	149	486	93	2020.4494	16.1935	1.2844
7299	angiotensin-converting enzyme	1.1099	0.3091	4	534	2515	372	2020.0871	21.5027	1.4128
7302	angiotensin-converting enzyme 2	1.1694	0.0956	4	714	4639	685	2019.1807	49.2044	2.5208
7304	angiotensin-converting enzyme 2 (ace2)	1.0894	0.0716	4	213	461	73	2020.2647	29.6986	1.7106
7311	angiotensin-converting enzyme inhibitors	1.0221	0.6667	4	179	613	124	2020.3719	22.2258	1.5904
7391	animal models	1.0387	-0.3623	3	210	534	90	2019.6404	23.2111	1.2824
7425	animals	0.2966	-0.6391	3	200	405	75	2019.24	22.4933	1.5127
7536	anosmia	0.3545	0.8166	2	341	1311	367	2020.5138	14.4659	1.3616
7578	antecedents	-1.1017	-0.3083	1	246	575	88	2020.8644	2.2159	0.4849
7906	anti-inflammatory	1.0216	-0.0069	4	258	596	99	2020.5055	15.8586	1.3055
8102	anti-viral	1.0102	-0.2034	3	215	334	57	2020.4074	10.0702	1.41
8142	antibacterial	0.55	-0.4442	3	170	354	69	2020.5965	3.2899	0.6047
8200	antibiotics	0.429	0.0277	3	348	707	153	2020.5315	9.2222	1.154
8210	antibody	0.6804	-0.3096	3	910	6536	1393	2019.9675	19.1594	1.7528
8253	antibody response	0.5789	-0.1112	3	119	192	68	2020.6393	7.3971	0.9455
8262	antibody testing	0.2743	-0.3346	3	114	202	75	2020.52	13.24	1.1495
8280	antibody-dependent enhancement	1.0613	-0.2776	3	258	768	106	2019.6538	28.3491	2.2932
8298	antibody-responses	0.8155	-0.3331	3	231	508	97	2019.427	47.4639	3.0443
8355	anticoagulation	0.714	0.7842	2	367	1555	390	2020.5698	12.5359	1.1554
8421	antigen	0.6939	-0.5142	3	358	1034	195	2019.6492	16.0462	1.2638
8457	antigen test	0.3198	-0.3435	3	88	131	54	2020.7451	5.8148	1.0201
8552	antimalarials	0.9003	0.1804	3	163	316	52	2020.4375	18.8846	1.2901
8555	antimicrobial	0.5943	-0.4188	3	138	249	54	2020.72	2.2407	0.4906
8557	antimicrobial activity	0.6613	-0.4125	3	150	247	52	2020.2826	8.4808	0.6615
8586	antimicrobial resistance	0.2685	-0.1749	3	187	344	91	2020.5843	8.0549	0.8336
8592	antimicrobial stewardship	0.2824	0.0466	3	93	179	51	2020.5682	13.451	1.4964
8623	antioxidant	0.8873	-0.1475	3	381	1107	192	2020.5978	5.2344	0.7336
8701	antiretroviral therapy	0.4325	-0.0013	3	217	388	80	2020.575	9.475	1.2931
8793	antiviral	0.9159	-0.293	3	672	3439	608	2020.3206	11.0493	1.0987
8795	antiviral activity	1.0115	-0.4046	3	522	2865	463	2020.0888	13.3153	0.9239
8796	antiviral agents	1.0187	-0.3114	3	296	665	126	2020.1282	13.9524	0.9962
8821	antiviral drugs	1.1162	-0.3317	3	351	1069	184	2020.2865	13.8913	1.7617
8891	antiviral therapy	1.1003	-0.2424	3	204	427	87	2019.6235	26.5862	1.421
8923	anxiety	-0.9436	0.5641	5	1143	20459	3203	2020.6543	10.5454	1.0624
8929	anxiety disorders	-0.9319	0.6339	5	297	884	144	2020.6484	5.7917	0.7938
8949	anxiety symptoms	-0.8416	0.7505	5	165	368	51	2020.6809	9.1569	0.9574
9155	apoptosis	1.0759	-0.006	4	472	1426	235	2019.2588	14.0213	1.1513
9167	app	-0.637	0.0888	1	316	780	114	2020.6514	6.1316	0.6213
9205	appendicitis	0.158	0.418	2	77	139	61	2020.6897	4.5738	0.879
9465	arbidol	1.1269	-0.1673	3	180	453	70	2020.4627	26.3286	2.0621
9507	architecture	-0.3191	-0.504	1	184	283	60	2020.551	4.5667	0.8729
9536	ards	0.6419	0.5016	2	651	3018	670	2020.4866	12.4642	1.0792
9621	arima	-0.3373	-0.6424	6	99	209	76	2020.6667	7.8684	0.8226
9698	arrhythmia	0.5111	0.6459	2	213	531	138	2020.4135	12.1087	0.7894
9713	art	-0.6335	-0.134	1	154	226	59	2020.6296	3.4915	0.3818
9824	arthritis	0.5311	0.3468	4	249	602	143	2020.5522	22.9021	3.2082
9865	artificial intelligence	-0.1467	-0.3744	1	697	2535	567	2020.6288	5.8924	0.7889
9897	artificial neural network	-0.3591	-0.6441	6	151	253	62	2020.7018	6.9839	1.1347
9916	artificial-intelligence	-0.2563	-0.4332	1	273	650	104	2020.6264	4.5481	0.5145
10027	asia	-0.2421	-0.3865	1	225	354	84	2020.2597	10.3571	0.8092
10151	aspirin	0.8582	0.6603	2	135	224	54	2020.4694	4.5	0.6444
10162	assay	0.6211	-0.5156	3	443	1584	342	2018.9461	21.0409	1.6086
10191	assessment	-0.7498	0.0918	1	350	674	164	2020.6127	2.7683	0.405
10294	association	-0.075	0.3593	5	1308	8080	1261	2020.383	18.9952	1.4294
10328	asthma	0.3916	0.2134	2	514	1656	370	2020.348	12.7	1.0667
10423	asymptomatic	0.2984	-0.0843	2	293	569	189	2020.55	6.5926	0.9406
10456	asymptomatic infection	0.1783	-0.2637	6	133	202	74	2020.4648	20.3378	2.2841
10601	atherosclerosis	0.8666	0.5605	4	207	419	64	2020.6721	5.4688	0.7382
10621	athletes	-0.5496	0.42	5	170	354	77	2020.6806	5.0909	0.8899
10776	atrial fibrillation	0.3918	0.7334	2	143	276	90	2020.6173	5.6778	0.7426
10783	atrial-fibrillation	0.5689	0.7582	2	167	264	52	2020.6667	3.4423	0.7966
10797	attachment	-0.4363	0.0892	5	303	581	106	2020.5632	7.3302	0.9768
10833	attention	-0.6667	-0.0684	1	219	362	73	2020.5538	3.5479	0.5325
10877	attitude	-0.9052	0.0595	1	884	5561	1029	2020.6772	5.5539	0.7028
11087	augmented reality	-0.8293	-0.1865	1	138	242	59	2020.7551	2.5085	0.6268
11127	australia	-0.6055	-0.119	1	450	856	213	2020.4682	4.7183	0.714
11216	autism	-0.9478	0.411	5	186	499	98	2020.6842	3.7959	0.4155
11220	autism spectrum disorder	-0.7887	0.5026	5	208	532	95	2020.7313	4.0632	0.9023
11255	autoantibodies	0.8708	0.298	4	163	278	64	2020.6833	7.0781	1.1461
11305	autoimmune diseases	0.7422	0.3029	4	132	247	76	2020.7534	6.5789	1.8966
11343	autoimmunity	0.8092	0.2426	4	348	780	154	2020.411	10.5455	1.4208
11508	autonomy	-0.934	0.0045	1	248	422	85	2020.5942	3.9529	0.5193
11517	autophagy	1.1395	0.0171	4	298	840	133	2020.1692	10.3534	0.892
11523	autopsy	0.6713	0.1888	2	225	529	183	2020.4852	16.694	1.8392
11637	avian influenza	0.1647	-0.5039	3	243	426	65	2016.7	22.8308	0.9673
11685	avoidance	-0.9136	0.1025	1	203	411	65	2020.6441	8.1231	0.7986
11725	awareness	-0.6168	0.0296	1	392	953	191	2020.5169	8.3927	0.5375
11766	axis	1.0797	0.5295	4	212	511	81	2020.4286	18.7901	1.2618
11818	azithromycin	0.7953	0.224	3	392	1377	295	2020.4093	21.8	2.1147
11837	b	0.5818	-0.4754	3	128	222	50	2020.8667	3	1.1684
11846	b cells	0.8775	-0.0993	4	278	644	112	2020.1905	22.1429	2.2439
12079	bacteria	0.4037	-0.3359	3	292	577	113	2020.0459	25.2743	1.5568
12082	bacterial	0.5731	-0.0864	3	211	317	58	2020.2321	12.1724	0.8421
12250	balance	-0.4454	0.2731	1	213	344	53	2020.6667	1.6038	0.218
12353	bangladesh	-0.4354	-0.2376	1	354	781	191	2020.7081	4.0105	0.6733
12443	bariatric surgery	-0.1167	0.708	5	156	285	78	2020.7077	2.4615	0.5265
12446	baricitinib	1.0612	0.3342	4	161	298	50	2020.5714	24.98	2.3932
12496	barriers	-0.5829	0.149	1	603	1612	301	2020.7262	4.7243	0.5648
12632	basic reproduction number	-0.097	-0.7125	6	179	668	198	2020.3172	17.5707	1.2625
12728	bats	0.5145	-0.7817	3	393	1865	294	2018.1847	50.9524	2.0925
12861	bcg	0.7601	-0.0508	4	151	348	69	2020.4219	4.7681	0.4505
12866	bcg vaccine	0.793	-0.03	4	219	564	98	2020.5106	4.9694	0.6657
13026	behavior	-0.9053	-0.0248	1	1079	7460	1223	2020.7009	5.4096	0.7445
13029	behavior change	-0.8219	-0.0927	1	223	359	65	2020.5968	6.8462	0.8037
13098	behavioral intention	-1.1862	-0.3003	1	189	465	75	2020.8246	1.8533	0.5602
13155	behaviour	-0.72	-0.0529	1	178	294	67	2020.6897	5.3582	1.1257
13253	beliefs	-0.9788	-0.1157	1	413	1073	174	2020.7586	7.569	0.9583
13322	benefits	-0.7189	0.0246	1	516	1315	211	2020.6848	5.4597	0.6606
13391	bereavement	-0.8779	0.4577	5	130	304	74	2020.5902	7.5541	0.7936
13554	betacoronavirus	0.5274	-0.5433	3	328	959	168	2019.2454	40.381	1.7324
13662	bias	-0.1597	0.0025	1	502	1029	234	2020.5121	7.1752	0.6988
13686	bibliometric analysis	-0.3606	-0.4723	1	228	399	91	2020.481	8.1099	0.5965
13694	bibliometrics	-0.4108	-0.4413	1	191	348	88	2020.5556	5.1932	0.4878
13766	big data	-0.4834	-0.5031	1	501	1529	321	2020.6	5.5701	0.8547
13912	binding	0.9494	-0.6155	3	565	3429	593	2019.7934	27.7757	2.2329
14059	bioaerosols	0.199	-0.3871	6	126	234	55	2020.5577	2.6	0.5671
14159	biodiversity	-0.4253	-0.5656	1	179	339	78	2020.5556	4.859	0.793
14188	bioethics	-0.5145	0.1092	1	161	295	95	2020.3864	1.7789	0.2987
14243	bioinformatics	0.6875	-0.5733	3	296	804	148	2020.2222	15.5878	1.0433
14293	biological evaluation	0.9967	-0.619	3	122	344	57	2019.7407	17.0526	0.9174
14363	biologics	0.5704	0.3647	4	209	521	126	2020.4865	7.6032	1.0809
14367	biology	0.2526	-0.4347	3	268	431	80	2020.0405	16.925	0.8942
14387	biomarkers	0.6606	0.2425	4	628	2110	466	2020.61	9.9893	1.0094
14512	biopolitics	-0.564	-0.2977	1	84	131	56	2020.46	0.8929	0.1573
14554	biosafety	0.3758	-0.2177	2	125	190	62	2020.4912	4.5806	0.3827
14579	biosensors	0.4784	-0.5215	3	288	772	185	2020.5954	9.7243	1.0992
14669	birth	-0.4029	0.4303	2	172	347	73	2020.5735	11.9178	1.0136
14733	bitcoin	-0.5933	-0.7074	1	80	244	78	2020.7031	9.7564	1.3011
14772	black	-0.6057	0.0758	1	167	327	64	2020.6471	10.6094	0.9298
14900	bleeding	0.7011	0.7171	2	106	210	56	2020.7083	5.0179	1.2212
14917	blended learning	-1.0768	-0.2065	1	150	415	106	2020.6854	2.1321	0.3105
14968	blockade	1.1117	0.4467	4	282	794	127	2020.4878	27.9291	2.7342
14970	blockchain	-0.5244	-0.5556	1	219	598	149	2020.6641	5.5302	0.8343
14994	blood	0.6624	0.1292	4	476	1133	228	2020.162	11.7149	0.9606
15064	blood groups	0.9542	0.1926	4	123	199	52	2020.6327	11.3269	1.1481
15151	blood-brain barrier	0.8948	0.2912	2	166	342	50	2019.617	13.16	1.1054
15175	blood-pressure	0.7737	0.4318	4	328	884	137	2020.0611	20.4599	1.1238
15267	bnt162b2	0.5367	0.0043	3	132	264	76	2020.9839	2.5789	1.1061
15336	body mass index	-0.0353	0.6464	5	171	362	68	2020.6615	13.7059	1.4716
15378	body-mass index	0.0251	0.6329	4	216	446	62	2020.55	14.4839	1.2749
15473	bone-marrow	1.122	0.2263	4	156	362	54	2020.1111	19.8704	2.0692
15709	bovine coronavirus	0.7994	-0.7201	3	138	311	56	2014.2727	51.9464	0.9874
15832	brain	0.6638	0.4677	2	506	1746	279	2020.5038	18.6487	1.4179
16005	brazil	-0.378	-0.2679	1	401	798	259	2020.5579	4.1236	0.6552
16090	breast cancer	0.0187	0.4726	2	261	607	168	2020.5033	3.0655	0.2588
16131	breast-cancer	0.1539	0.2129	2	295	613	99	2020.3871	10.1313	0.7719
16146	breastfeeding	0.1236	0.2496	2	226	580	166	2020.6327	6.7651	0.8644
16439	bronchoscopy	0.1883	0.4853	2	63	100	51	2020.4583	7.0588	0.6003
16669	built environment	-0.4099	-0.3502	1	158	279	66	2020.7143	7.6818	1.2212
16729	burden	-0.2019	0.3377	5	495	1328	230	2020.4597	7.3696	0.7692
16778	burnout	-1.0368	0.3787	5	580	3551	603	2020.6788	5.9055	0.6376
16812	business	-0.8759	-0.4917	1	301	830	171	2020.6906	3.0292	0.6697
17069	c-reactive protein	0.7436	0.4219	4	466	1289	258	2020.5163	10.1512	0.9048
17484	canada	-0.5856	-0.0926	1	354	572	134	2020.3025	4.0896	0.3405
17533	cancer	0.1958	0.184	2	1178	5808	1329	2020.5115	5.7577	0.6616
17541	cancer care	-0.2556	0.4758	2	108	174	57	2020.3636	3.1053	0.2087
17600	cancer patients	0.049	0.2732	2	177	323	87	2020.45	5.3678	0.4463
17759	cannabis	-0.5025	0.3832	5	141	261	55	2020.7292	4.1091	0.4951
17807	capabilities	-0.8814	-0.5448	1	157	356	69	2020.6415	5.0435	0.5996
17821	capacity	-0.2844	0.0058	1	352	646	131	2020.6091	6.9389	1.3342
17898	capitalism	-0.7777	-0.3441	1	134	244	78	2020.507	3.4872	0.4048
18190	cardiac injury	0.7292	0.8173	2	157	338	79	2020.4935	24.4304	2.0229
18233	cardiac surgery	0.0611	0.4338	2	86	150	77	2020.4189	4.2468	0.4663
18288	cardiogenic shock	0.5437	0.7684	2	101	193	52	2020.54	15.8462	1.009
18297	cardiology	0.3116	0.6617	2	204	398	87	2020.4458	6.7931	0.8306
18322	cardiomyopathy	0.7303	0.6612	2	199	427	88	2020.4588	25.9545	1.4927
18341	cardiopulmonary resuscitation	-0.0545	0.5954	2	102	204	66	2020.4444	8.2424	0.5366
18368	cardiovascular	0.6569	0.5934	2	298	609	108	2020.3824	16.8148	1.1884
18394	cardiovascular disease	0.5829	0.665	4	562	2142	428	2020.4617	11.9463	0.9978
18465	cardiovascular-disease	0.3642	0.4644	4	420	879	127	2020.5	12.5354	0.9947
18478	care	-0.3745	0.4094	5	1458	12613	2516	2020.5742	7.1781	0.7946
18522	care homes	-0.4823	0.2761	5	129	210	68	2020.5763	4.2794	0.4258
18589	care workers	-0.7317	0.4514	5	258	742	100	2020.6374	12.71	0.9049
18660	careers	-0.9396	-0.0601	1	138	207	62	2020.3684	5.9839	0.4523
18677	caregivers	-0.63	0.5953	5	374	1192	215	2020.6292	5.8186	0.6881
18873	case fatality rate	-0.0395	-0.3129	6	196	359	122	2020.5043	9.6803	1.0545
18902	case report	0.3963	0.4977	2	406	980	478	2020.5401	4.0397	0.2869
18909	case series	0.4263	0.3475	2	171	260	84	2020.5256	9.1786	1.1736
18913	case study	-0.6957	-0.2142	1	239	372	104	2020.6136	1.9615	0.2171
19126	cathepsin-l	1.244	-0.2892	3	193	533	71	2018.2059	42.8873	2.0352
19187	cats	0.3198	-0.5364	3	180	365	83	2019.2535	13.5301	1.4427
19226	causality	-0.567	-0.6538	1	112	202	53	2020.7111	8.5283	1.0656
19617	cell entry	1.2016	-0.4628	3	314	1187	159	2020.3203	50.8931	4.1082
19777	cells	0.9541	-0.0335	4	946	6584	1146	2019.8361	17.2644	1.2741
19952	central nervous system	0.7054	0.5846	2	195	431	87	2020.425	14.7931	1.0804
19990	central-nervous-system	0.8938	0.2676	2	336	1057	156	2018.4079	39.2372	1.7707
20125	cerebrospinal-fluid	0.8021	0.5172	2	191	441	66	2020.1897	19.2121	1.6443
20139	cerebrovascular disease	0.6583	0.7826	2	139	293	65	2020.5902	16.2154	1.6142
20361	challenges	-0.4323	-0.2083	1	1060	4101	777	2020.4859	4.3243	0.5567
20399	change	-0.7803	-0.1537	1	132	191	54	2020.4468	5.2407	0.4172
20733	chemical-composition	0.5114	-0.3982	3	134	226	56	2020.549	4.8214	0.6782
20765	chemistry	-0.3121	-0.6642	1	179	321	76	2020.3562	3.5658	0.5839
20798	chemokines	1.216	0.1758	4	248	663	102	2019.54	34.1863	2.4454
20827	chemotherapy	0.3415	0.2922	2	355	1051	257	2020.5143	5.5875	0.5658
20845	chest	0.3131	0.1596	2	109	221	54	2020.5962	8.9259	0.7385
20857	chest ct	0.3903	0.061	2	288	915	234	2020.4279	14.5385	1.0741
20902	chest x-ray	0.1772	-0.2852	6	185	569	171	2020.6519	8.462	0.924
20949	chicken	0.5264	-0.9149	3	125	449	69	2013.9701	18.5507	0.4792
20981	child	-0.1079	0.4261	2	418	964	236	2020.4095	10.6864	0.7343
21142	childhood	-0.6478	0.5011	5	329	834	129	2020.7207	6.1705	0.6631
21197	children	-0.0573	0.2527	5	1495	12043	2496	2020.092	9.1599	0.7321
21347	china	-0.0656	-0.2161	6	1696	17106	3345	2019.9356	21.9498	1.4402
21400	chinese	-0.869	0.1015	1	241	483	81	2020.3803	6.2593	0.5428
21475	chinese medicine	0.8985	-0.2422	3	154	281	56	2020.1852	13.9643	1.3145
21632	chloroquine	0.9907	0.0052	3	798	6340	1049	2020.3091	24.0639	1.6746
21662	choice	-0.9048	-0.2478	1	249	384	68	2020.7091	4.9118	1.0288
21705	cholesterol	0.9055	0.14	4	191	370	83	2020.3077	11.3373	1.3202
21866	chronic disease	-0.2713	0.4992	5	366	763	166	2020.6382	4.506	0.6326
21927	chronic kidney disease	0.4934	0.6892	2	219	485	108	2020.6768	5.3148	0.7794
21977	chronic obstructive pulmonary disease	0.4788	0.4536	2	148	253	50	2020.234	7.82	0.8449
21982	chronic pain	-0.3302	0.7135	5	204	417	81	2020.6027	3.9136	0.3963
22291	cirrhosis	0.5066	0.5141	2	154	312	66	2020.5667	11.5303	1.412
22327	cities	-0.5103	-0.5927	1	395	1229	279	2020.6708	4.2724	0.6128
22625	classification	0.0384	-0.4559	6	575	1843	434	2020.4576	22.8088	1.6359
22651	classroom	-1.0778	-0.3086	1	187	449	85	2020.6714	3.3059	0.356
22733	cleavage	1.1104	-0.4194	3	222	617	98	2019.6593	53.6735	3.3795
22802	climate	-0.3946	-0.5947	6	331	783	167	2020.6184	13.012	1.2222
22814	climate change	-0.5751	-0.4867	1	363	857	258	2020.5966	4.5388	0.6323
22866	climate-change	-0.5402	-0.5158	1	377	880	161	2020.6312	19.5155	1.4541
22904	clinical	-0.0029	0.1526	2	283	506	107	2020.4158	10.0467	0.6491
22953	clinical characteristics	0.6186	0.2612	2	816	4684	874	2020.4754	25.468	2.6764
23038	clinical features	0.6197	0.1757	2	316	826	173	2019.8462	26.237	1.4997
23101	clinical manifestations	0.5303	0.1085	2	143	219	50	2020.3958	31.08	1.6872
23130	clinical outcomes	0.5133	0.5432	4	187	314	106	2020.6633	7.8019	0.8717
23153	clinical practice guidelines	0.2204	0.5113	2	179	272	60	2020.4821	85.0667	5.2168
23190	clinical research	0.2617	0.6173	2	207	854	170	2020.44	15.2706	1.2423
23267	clinical trials	0.4711	0.0581	4	782	2663	601	2020.5035	11.8519	1.0909
23298	clinical-course	0.6439	0.4243	4	175	367	68	2020.5077	17.3824	1.4015
23307	clinical-features	0.6756	-0.0139	3	398	1002	156	2017.7986	27.7179	0.879
23313	clinical-outcomes	0.5392	0.6021	4	184	286	50	2020.2889	9.78	1.0729
23491	cloud computing	-0.4843	-0.5219	1	107	194	53	2020.6042	1.8302	0.5305
23549	cluster analysis	-0.3121	-0.3562	1	190	260	62	2020.7115	4.5323	0.9257
23584	clustering	-0.0646	-0.4493	6	326	570	155	2020.1149	8.6065	0.6382
